candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,needs_audit,label_options,annotation_guideline,final_label,adjudication_status,is_positive,image_pred,text_pred,naive_pred,joint_pred,image_correct,text_correct,naive_correct,joint_correct,joint_error_type,image_error_type,caption_equal,image_minus_joint,text_minus_image
cand_000420,cc3m_1906,cc3m_155680,D:\data\cc3m_subset_200k\cc3m_1906.jpg,D:\data\cc3m_subset_200k\cc3m_155680.jpg,a model walks the runway at the fashion show during event .,a model walks the runway at the fashion show during event .,0.6563841700553894,1.000000238418579,0.8281921148300171,1.000000238418579,text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.171808,0.343616
cand_003568,cc3m_12282,cc3m_65285,D:\data\cc3m_subset_200k\cc3m_12282.jpg,D:\data\cc3m_subset_200k\cc3m_65285.jpg,person and battle for the ball,person and battle for the ball,0.6977609395980835,1.000000238418579,0.8488804697990417,1.000000238418579,joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.151120,0.302239
cand_004278,cc3m_10261,cc3m_204475,D:\data\cc3m_subset_200k\cc3m_10261.jpg,D:\data\cc3m_subset_200k\cc3m_204475.jpg,football player and battle for the ball,football player and battle for the ball,0.6006995439529419,1.0000001192092896,0.8003498315811157,1.0000001192092896,text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.199650,0.399301
cand_005259,cc3m_8325,cc3m_158232,D:\data\cc3m_subset_200k\cc3m_8325.jpg,D:\data\cc3m_subset_200k\cc3m_158232.jpg,football player and battle for the ball,football player and battle for the ball,0.6935049295425415,1.0000001192092896,0.8467526435852051,1.0000001192092896,text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.153248,0.306495
cand_010420,cc3m_3795,cc3m_137963,D:\data\cc3m_subset_200k\cc3m_3795.jpg,D:\data\cc3m_subset_200k\cc3m_137963.jpg,football player and battle for the ball,football player and battle for the ball,0.6692020893096924,1.0000001192092896,0.8346011638641357,1.0000001192092896,joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.165399,0.330798
cand_011090,cc3m_2877,cc3m_90270,D:\data\cc3m_subset_200k\cc3m_2877.jpg,D:\data\cc3m_subset_200k\cc3m_90270.jpg,soccer player and battle for the ball,soccer player and battle for the ball,0.6260879039764404,1.0000001192092896,0.8130440711975098,1.0000001192092896,text,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.186956,0.373912
cand_025471,cc3m_121634,cc3m_125187,D:\data\cc3m_subset_200k\cc3m_121634.jpg,D:\data\cc3m_subset_200k\cc3m_125187.jpg,letter logo in a circle .,letter logo in a circle .,0.6024706363677979,1.0000001192092896,0.8012353777885437,1.0000001192092896,text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.198765,0.397529
cand_036678,cc3m_7086,cc3m_191810,D:\data\cc3m_subset_200k\cc3m_7086.jpg,D:\data\cc3m_subset_200k\cc3m_191810.jpg,a city pinned on a map,a city pinned on a map,0.6936901807785034,1.0,0.8468450307846069,1.0,joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.153155,0.306310
cand_044341,cc3m_136819,cc3m_191163,D:\data\cc3m_subset_200k\cc3m_136819.jpg,D:\data\cc3m_subset_200k\cc3m_191163.jpg,pop artist performs on stage,pop artist performs on stage,0.6399257183074951,1.0,0.8199628591537476,1.0,joint,very_high,near-duplicate,wzy,near-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,agreed,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.180037,0.360074
cand_055421,cc3m_40402,cc3m_96986,D:\data\cc3m_subset_200k\cc3m_40402.jpg,D:\data\cc3m_subset_200k\cc3m_96986.jpg,red arrow pointing country on the map of continent,red arrow pointing country on the map of continent,0.6982826590538025,1.0,0.8491413593292236,1.0,joint|text,very_high,near-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,near-duplicate,not_audited,1,0,1,1,0,0,1,1,0,fn,fn,1,-0.150859,0.301717
